village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Hatikali,104,241,29,239,83,52,32,269,73,355,19,132,71,171,0,132,242,374,0,252,122,349,25,7,367,372,2
Moudonga Gaon,1,6,0,4,1,2,1,6,0,7,0,2,0,5,0,4,3,7,0,2,5,7,0,0,7,7,0
Nilbagaon,144,0,0,144,0,0,2,3,139,143,1,144,0,0,0,130,14,144,0,101,43,126,18,0,144,140,4
Dakhin Nawabil,8,151,0,146,10,3,3,91,65,158,1,10,10,139,0,1,158,159,0,148,11,157,2,11,148,159,0
Mathigaon,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
Matikhola,156,21,3,167,7,6,45,122,13,179,1,165,5,10,0,78,102,180,0,148,32,162,18,0,180,179,1
Charenghi Pathar,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
Akchak Pathar,296,814,31,758,266,117,57,629,455,1041,100,327,114,700,0,66,1075,1141,0,929,212,1071,70,801,340,1131,10
Akchek Mikir Gaon,14,27,1,13,18,11,2,17,23,39,3,16,2,24,0,10,32,42,0,30,12,37,5,23,19,40,2
Chandanpur,115,4,1,112,7,1,8,80,32,119,1,115,1,4,0,59,61,120,0,84,36,105,15,65,55,119,1
Block No-48,1,49,0,14,35,1,0,36,14,50,0,1,2,47,0,13,37,50,0,35,15,46,4,49,1,50,0
Barhawar,14,136,1,75,67,9,0,53,98,132,19,14,6,131,0,6,145,151,0,119,32,137,14,61,90,147,4
Changmaji Mikir Pather (Changmaji Mikir Pam),28,148,2,31,96,51,1,65,112,166,12,30,16,132,0,18,160,178,0,125,53,159,19,43,135,177,1
Charlock,68,174,1,145,67,31,50,161,32,239,4,120,46,77,0,113,130,243,0,192,51,221,22,22,221,243,0
Borjari Gaon,7,54,1,31,26,5,0,27,35,61,1,7,6,49,0,17,45,62,0,46,16,55,7,1,61,60,2
Baliram Gaon,44,149,3,99,68,29,12,111,73,186,10,53,26,117,0,42,154,192,4,155,41,184,12,81,115,194,2
Changjurai (Sang Jurai),2,114,0,9,76,31,1,53,62,115,1,2,22,92,0,4,112,116,0,83,33,104,12,1,115,101,15
Bherbheri,101,68,10,70,59,50,11,111,57,163,16,110,16,53,0,47,132,179,0,129,50,163,16,109,70,176,3
Dakshin Debasthan,11,360,2,276,35,62,5,148,220,365,8,13,17,343,0,12,361,373,0,324,49,361,12,364,9,371,2
Dakhin Samarali,79,226,2,172,98,37,9,194,104,283,24,90,38,179,0,64,243,301,6,233,74,276,31,69,238,302,5
Burungatali (Burungat Ati),13,75,2,36,35,19,1,31,58,86,4,15,12,63,0,22,68,90,0,69,21,79,11,3,87,90,0
Ambari,51,252,3,138,99,69,6,113,187,291,15,59,25,222,0,32,274,306,0,221,85,277,29,204,102,304,2
Debasthan,8,222,0,100,67,63,4,160,66,192,38,13,3,214,0,5,225,230,0,179,51,218,12,15,215,228,2
