village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Nauhatta,1,11,15,11,15,1,0,27,0,25,2,6,9,12,0,0,27,22,5,14,13,24,3,16,11,24,3
Narainpur,0,7,11,1,13,4,0,18,0,11,7,2,8,8,1,1,16,17,1,5,13,17,1,8,10,17,1
Enaetpur,0,4,12,1,13,2,0,12,4,11,5,2,6,8,1,0,15,16,0,9,7,16,0,12,4,14,1
Bhakua,0,9,8,1,11,5,0,13,4,17,0,5,8,4,0,0,17,12,4,9,7,15,1,3,14,15,1
Mohanpur,0,5,14,1,14,3,0,16,2,16,2,3,8,7,0,0,20,15,3,5,13,18,0,5,13,16,2
Sataur,0,11,7,10,5,3,2,6,10,18,0,10,3,5,0,0,18,18,0,2,16,15,3,0,18,18,0
Birjain,0,8,8,4,11,1,0,15,1,12,4,3,9,4,0,0,16,16,0,2,14,13,3,4,12,16,0
Mohammadpur,0,10,6,6,9,1,0,10,6,15,1,8,2,6,0,0,16,15,0,1,14,13,2,3,13,15,0
Asnahi Patti,0,15,11,16,9,1,0,13,13,23,3,11,8,7,0,0,26,20,6,12,14,26,0,12,14,26,0
Shahpur,0,6,9,10,4,1,0,10,5,10,5,4,8,3,0,0,15,14,1,3,12,15,0,5,10,14,0
Narga,0,5,12,4,8,5,0,15,2,14,3,3,6,8,0,0,17,17,0,8,9,17,0,7,10,17,0
Bargaon Arazi,0,6,6,11,1,0,0,11,1,6,6,2,6,4,0,1,11,12,0,9,3,11,1,4,8,10,2
Balugaon urf Chhatra,0,6,4,9,1,0,2,5,3,6,4,3,4,3,0,0,10,10,0,7,3,9,1,4,6,10,0
Tikpuli Chak Khuti Badh,0,6,11,17,0,0,0,15,2,9,8,3,7,7,0,0,17,17,0,11,6,16,1,7,10,17,0
Partaha,0,4,15,18,1,0,3,14,1,10,9,3,13,3,0,0,19,18,1,16,3,19,0,5,14,13,6
Darhar,0,12,10,22,0,0,2,15,5,14,8,3,16,3,0,1,21,21,1,16,6,21,1,11,11,15,7
Bakaunia,0,13,8,15,6,0,3,18,0,13,8,2,14,5,0,0,21,21,0,18,3,19,2,9,12,20,1
Kasimpur,0,11,12,17,6,0,0,23,0,18,5,8,5,10,0,0,23,23,0,23,0,23,0,11,12,23,0
Chandrain,0,14,7,14,7,0,0,21,0,5,16,6,9,6,0,0,21,21,0,18,3,21,0,10,11,21,0
Ekarh,0,12,8,15,5,0,0,20,0,1,19,4,9,7,0,0,20,20,0,19,1,20,0,8,12,19,0
Panduba,0,11,7,18,0,0,0,17,1,17,1,3,8,7,0,3,15,18,0,17,1,18,0,7,11,17,1
Parkhotimpur,0,8,7,12,3,0,1,14,0,11,4,3,6,6,0,0,15,15,0,11,4,15,0,9,6,14,1
Gobindpur,0,8,11,13,6,0,0,19,0,8,11,2,9,8,5,4,10,17,2,10,9,14,5,11,8,18,1
Bariari,0,6,13,11,8,0,0,17,2,4,15,4,2,13,0,0,19,17,2,19,0,19,0,12,7,19,0
Mahua,0,10,9,14,5,0,0,18,1,7,12,5,5,9,1,0,18,18,1,13,6,16,3,11,8,19,0
Hati,0,0,2,2,0,0,0,2,0,1,1,0,0,2,0,0,2,2,0,2,0,1,1,2,0,2,0
Dumra,0,5,8,13,0,0,1,8,4,12,1,1,6,6,0,2,11,13,0,9,4,10,3,4,9,12,1
Barhara,0,14,7,17,4,0,1,17,3,12,9,6,12,3,1,3,17,21,0,9,12,21,0,12,9,18,3
