village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Aruru,0,0,22,10,9,3,2,11,9,17,5,0,0,22,0,10,12,0,,17,5,13,9,21,1,20,2,21,1
Chillamuru,0,0,60,24,24,12,0,30,30,49,11,0,2,58,0,51,9,0,,54,6,31,29,59,1,56,4,54,6
Addepudi,0,1,14,3,5,7,6,6,3,12,3,0,0,15,0,0,15,0,,10,5,9,6,15,0,13,2,14,1
Chittamur,0,8,62,15,30,25,9,51,10,60,10,2,10,58,0,11,59,2,,51,19,37,33,69,1,65,5,57,13
Yakasiri,0,4,43,26,15,6,4,36,7,41,6,0,5,42,5,1,41,7,,34,13,43,4,47,0,43,4,40,7
Jalapeddipalem,0,4,10,8,3,3,3,10,1,11,3,1,3,10,0,2,12,0,,12,2,13,1,14,0,13,1,13,1
Yellasiri,0,3,45,14,20,14,13,32,3,43,5,0,3,45,0,16,32,1,,38,10,41,7,48,0,45,3,46,2
Molakalapudi,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,1,0,1,0,1,0,1,0,1,0
Uppalamarthi,0,0,7,5,1,1,6,1,0,7,0,0,0,7,0,0,7,0,,5,2,6,1,7,0,7,0,7,0
Kogili,0,0,35,10,18,7,10,25,0,31,4,0,1,34,0,10,25,0,,26,9,28,7,35,0,34,1,32,3
Gunupadu,0,17,44,32,21,8,12,45,4,57,4,0,17,44,2,0,59,21,,43,18,57,4,61,0,55,6,55,6
Marlamudi Jangalapalle,0,4,3,3,2,2,6,1,0,6,1,0,4,3,0,0,7,0,,5,2,6,1,7,0,6,1,6,1
Pellakuru,0,8,17,8,14,3,19,6,0,23,2,1,8,16,0,0,25,0,,19,6,19,6,25,0,23,2,22,3
Mukkidipalem,0,0,2,1,1,0,0,2,0,2,0,0,0,2,0,0,2,1,,1,1,1,1,2,0,2,0,2,0
Kokkupalem,0,4,21,15,7,3,7,17,1,21,4,0,4,21,0,6,19,0,,20,5,18,7,25,0,24,1,23,2
Mallam,0,3,18,11,9,1,6,13,2,18,3,0,4,17,0,0,21,0,,17,4,15,6,21,0,19,2,20,1
Eswarawaka,0,3,13,15,1,0,6,9,1,12,4,0,3,13,0,0,16,1,,12,4,15,1,16,0,16,0,15,1
Tadimedu,0,2,43,23,17,5,2,27,16,36,9,0,3,41,0,38,7,0,,36,9,24,21,44,1,39,6,41,4
Buradagali Kothapalem,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,,0,1,0,1,1,0,1,0,0,1
