village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Limbarvada,0,19,56,28,47,0,18,55,2,23,52,41,6,28,0,0,75,15,,38,37,12,63,75,0,33,42,52,23
Jambudi,0,9,36,17,28,0,12,31,2,23,22,19,8,18,0,0,45,19,,23,22,12,33,45,0,11,34,33,12
Rajena,0,0,28,22,6,0,3,22,3,14,14,8,1,19,0,0,28,9,,10,18,9,19,28,0,19,9,21,7
Bhatpur,0,5,49,10,40,4,18,35,1,48,6,19,15,20,0,0,54,6,,31,23,37,17,54,0,21,33,30,24
Kasudi,0,9,46,18,30,7,24,31,0,42,13,19,7,29,0,0,55,22,,25,30,15,40,55,0,28,27,50,5
Gandhari,0,17,30,6,32,9,22,25,0,23,24,26,0,21,0,0,47,17,,22,25,8,39,47,0,21,26,47,0
Pansroda,0,3,44,2,40,5,4,41,2,28,19,15,0,32,0,0,47,0,,18,29,19,28,40,7,27,20,32,15
Baroda,0,13,44,13,43,1,24,30,3,27,30,35,4,17,0,0,57,20,,30,27,27,30,55,2,21,36,51,6
Handiya (Virpur),0,5,26,5,26,0,16,13,2,20,11,10,2,18,0,0,31,17,,11,20,17,14,27,4,20,11,29,2
Koydam,0,18,28,18,27,1,8,38,0,23,23,23,2,20,1,0,45,16,,20,26,28,18,37,9,21,25,33,13
Dholavada,0,15,32,9,37,1,29,18,0,39,8,26,0,17,0,0,47,17,,24,23,31,16,43,4,21,26,45,2
Kharod,0,16,49,13,51,1,25,40,0,22,43,33,6,26,0,0,65,22,,42,23,21,44,56,9,21,44,44,21
Nasroli,0,15,32,4,41,2,29,17,1,20,27,25,19,3,1,0,46,0,,34,13,24,23,47,0,7,40,47,0
Rampura,0,10,36,6,39,1,28,18,0,23,23,18,27,1,0,0,46,2,,36,10,26,20,46,0,16,30,46,0
Kheroli,0,16,32,8,38,2,48,0,0,24,24,23,22,3,0,0,48,0,,35,13,34,14,48,0,15,33,47,1
Kumbharvadi,0,20,28,6,42,0,47,1,0,30,18,27,21,0,0,0,48,0,,33,15,27,21,48,0,21,27,48,0
